latitude	longitude	city	state
38.194574	-84.879461	Frankfort	Kentucky
38.195262	-84.849066	Frankfort	Kentucky
38.19635	-84.873059	Frankfort	Kentucky
38.196587	-85.733168	Louisville	Kentucky
38.197042	-84.856753	Frankfort	Kentucky
38.197142	-84.881382	Frankfort	Kentucky
38.19725	-85.663698	West Buechel	Kentucky
38.197383	-84.86861	Frankfort	Kentucky
38.1974136	-85.776674	Louisville	Kentucky
38.197967	-84.823695		Kentucky
38.200254	-84.825216		Kentucky
38.200715	-84.859383	Frankfort	Kentucky
38.201067	-75.697604	Princess Anne	Maryland
38.201918	-84.852171	Frankfort	Kentucky
38.202229	-84.854980	Frankfort	Kentucky
38.202525	-84.857282	Frankfort	Kentucky
38.203581	-84.879671	Frankfort	Kentucky
38.205057	-85.691025	Louisville	Kentucky
38.205593	-84.838087	Frankfort	Kentucky
38.206446	-84.797388		Kentucky
38.207324	-85.67773	Louisville	Kentucky
38.20746	-75.694882	Princess Anne	Maryland
38.20957	-122.147342	Cordelia	California
38.212747	-85.368847	Simpsonville	Kentucky
38.213919	-122.216406		California
38.213981	-84.863952	Frankfort	Kentucky
38.216249	-85.753547	Louisville	Kentucky
38.216667	-84.835655	Frankfort	Kentucky
38.21981	-75.692478	Princess Anne	Maryland
38.222507	-75.694505		Maryland
38.223287	-122.128158	Fairfield	California
38.224362	-75.69325		Maryland
38.2320141	-122.12156	Fairfield	California
38.234289	-75.683976		Maryland
38.237392	-85.758781	Louisville	Kentucky
38.238498	-85.502904	Middletown	Kentucky
38.239471	-75.681388	Princess Anne	Maryland
38.240542	-122.620971	Petaluma	California
38.241493	-122.061845	Fairfield	California
38.24255	-85.752686	Louisville	Kentucky
38.243558	-85.578098	Hurstbourne	Kentucky
38.244459	-122.076519	Fairfield	California
38.246188	-122.049307	Fairfield	California
38.2462	-75.677507	Princess Anne	Maryland
38.246535	-77.529429		Virginia
38.247351	-85.547254	Louisville	Kentucky
38.247841	-121.983284	Suisun City	California
38.248039	-85.80309	Louisville	Kentucky
38.250245	-85.752943	Louisville	Kentucky
38.251179	-122.068893	Fairfield	California
38.25159	-122.067644	Fairfield	California
38.252845	-85.504422	Middletown	Kentucky
38.253484	-77.498393	Fredericksburg	Virginia
38.25386	-85.766285	Louisville	Kentucky
38.255323	-85.775506	Louisville	Kentucky
38.256215	-122.807251	Petaluma Center	California
38.257126	-85.769752	Louisville	Kentucky
38.258881	-84.527298	Georgetown	Kentucky
38.260339	-75.66734		Maryland
38.260865	-121.994411		California
38.261105	-122.064498	Fairfield	California
38.262061	-76.485661	Lexington Park	Maryland
38.26352	-122.058302	Fairfield	California
38.266037	-122.005438	Fairfield	California
38.267512	-122.058661	Fairfield	California
38.268741	-76.46202	Lexington Park	Maryland
38.270096	-121.961493	Fairfield	California
38.270425	-85.597213	Lyndon	Kentucky
38.27337	-85.561625	Lyndon	Kentucky
38.278332	-122.043685	Fairfield	California
38.291636	-77.45651	Fredericksburg	Virginia
38.293832	-77.483005	Fredericksburg	Virginia
38.294255	-77.513558		Virginia
38.296409	-76.51232	Lexington Park	Maryland
38.302056	-85.536784	Louisville	Kentucky
38.305803	-85.562791	Louisville	Kentucky
38.324809	-75.581317		Maryland
38.325066	-75.618394	Fruitland	Maryland
38.329501	-81.714423	Charleston	West Virginia
38.332495	-85.539719		Kentucky
38.339274	-75.607653		Maryland
38.341524	-75.561409		Maryland
38.34324	-122.00573	Vacaville	California
38.345322	-81.615699	Charleston	West Virginia
38.348693	-77.476544		Virginia
38.34945	-121.995559	Vacaville	California
38.353382	-121.972435	Vacaville	California
38.355223	-77.491234	Southern Gateway	Virginia
38.355949	-81.63546	Charleston	West Virginia
38.356585	-121.984669	Vacaville	California
38.358805	-81.849811	Tornado	West Virginia
38.35892	-75.598661	Salisbury	Maryland
38.359444	-75.598527	Salisbury	Maryland
38.361374	-75.591027	Salisbury	Maryland
38.36303	-81.66904	Charleston	West Virginia
38.364178	-81.731895	Dunbar	West Virginia
38.365513	-81.741275	Dunbar	West Virginia
38.366286	-121.963167	Vacaville	California
38.367063	-77.520917		Virginia
38.368197	-121.980188	Vacaville	California
38.368374	-81.741079	Dunbar	West Virginia
38.370515	-84.560283		Kentucky
38.37079	-75.590707	Salisbury	Maryland
38.37895	-81.841147		West Virginia
38.379492	-77.455554		Virginia
38.380233	-81.75941	Dunbar	West Virginia
38.381317	-81.761007	Dunbar	West Virginia
38.38204	-121.94242	Vacaville	California
38.387317	-81.789705	Jefferson	West Virginia
38.389286	-81.859054		West Virginia
38.389309	-81.85907		West Virginia
38.389333	-81.859079		West Virginia
38.389337	-81.859102		West Virginia
38.389361	-81.859117		West Virginia
38.389369	-81.859012		West Virginia
38.389388	-81.859231		West Virginia
38.391004	-75.561617		Maryland
38.391107	-81.841283		West Virginia
38.392355	-75.56293		Maryland
38.395351	-121.931565	Vacaville	California
38.400385	-75.56707	Salisbury	Maryland
38.402399	-90.381042		Missouri
38.403361	-121.354377	Elk Grove	California
38.403374	-75.568375	Salisbury	Maryland
38.40398	-121.37215	Elk Grove	California
38.404845	-77.434094	Stafford	Virginia
38.40584	-121.465582	Elk Grove	California
38.406003	-121.458986	Elk Grove	California
38.406895	-121.42853	Elk Grove	California
38.40883	-81.793849	Cross Lanes	West Virginia
38.409217	-78.897196	Harrisonburg	Virginia
38.409369	-121.394815	Elk Grove	California
38.413425	-75.568335	Salisbury	Maryland
38.414815	-81.844020	Nitro	West Virginia
38.415228	-84.57607		Kentucky
38.41528	-121.44864	Elk Grove	California
38.41533	-121.44887	Elk Grove	California
38.41538	-121.44871	Elk Grove	California
38.41546	-121.44863	Elk Grove	California
38.41547	-121.44871	Elk Grove	California
38.41551	-121.44863	Elk Grove	California
38.4156	-121.44874	Elk Grove	California
38.41568	-121.44867	Elk Grove	California
38.416077	-121.370772	Elk Grove	California
38.418394	-82.290881	Barboursville	West Virginia
38.419481	-78.888737	Harrisonburg	Virginia
38.422156	-121.433606	Elk Grove	California
38.422729	-121.419877	Elk Grove	California
38.423452	-121.396292	Elk Grove	California
38.424397	-121.410779	Elk Grove	California
38.424495	-90.352283	Arnold	Missouri
38.425014	-89.90675	Freeburg	Illinois
38.425497	-121.386235	Elk Grove	California
38.42768	-121.397766	Elk Grove	California
38.427697	-121.37235	Elk Grove	California
38.4283	-98.54259		Kansas
38.428764	-121.406548	Elk Grove	California
38.429352	-121.445179	Elk Grove	California
38.429668	-121.432365	Elk Grove	California
38.43017	-90.33552	Oakville	Missouri
38.4301	-90.33556	Oakville	Missouri
38.43021	-90.33558	Oakville	Missouri
38.43025	-90.33551	Oakville	Missouri
38.43038	-90.33553	Oakville	Missouri
38.431254	-121.484906	Elk Grove	California
38.433266	-121.398351	Elk Grove	California
38.433645	-78.869718	Harrisonburg	Virginia
38.434215	-78.857049	Harrisonburg	Virginia
38.439951	-121.431875	Sacramento	California
38.443308	-78.870452	Harrisonburg	Virginia
38.444353	-121.489318	Sacramento	California
38.446705	-75.695415		Maryland
38.448054	-121.304356	Elk Grove	California
38.448314	-121.378657	Elk Grove	California
38.448996	-121.401584	Elk Grove	California
38.450038	-121.378042	Elk Grove	California
38.451257	-77.504073		Virginia
38.451341	-78.867889	Harrisonburg	Virginia
38.451481	-75.198478	Selbyville	Delaware
38.453247	-81.865809	Teays Valley	West Virginia
38.454349	-121.409112	Elk Grove	California
38.454576	-75.391782		Delaware
38.454755	-90.222158	Columbia	Illinois
38.454882	-121.410991	Sacramento	California
38.455622	-75.234649	Selbyville	Delaware
38.455922	-121.362422	Elk Grove	California
38.458438	-121.415697	Sacramento	California
38.458896	-121.412898	Sacramento	California
38.459644	-77.418396		Virginia
38.461656	-75.758365	Mardela Springs	Maryland
38.463625	-121.442216	Sacramento	California
38.464423	-78.868239	Harrisonburg	Virginia
38.468139	-121.481165	Sacramento	California
38.46837	-121.389542	Elk Grove	California
38.468495	-121.408753	Elk Grove	California
38.46902	-121.414182	Elk Grove	California
38.471443	-121.426322	Sacramento	California
38.473298	-121.424072	Sacramento	California
38.474943	-121.494112	Sacramento	California
38.475172	-121.402315	Elk Grove	California
38.475232	-77.949061	Culpeper	Virginia
38.475364	-121.436738	Sacramento	California
38.475521	-121.443418	Sacramento	California
38.476023	-121.459761	Sacramento	California
38.476098	-121.432649	Sacramento	California
38.477443	-77.428608		Virginia
38.479109	-121.379914	Elk Grove	California
38.479125	-121.379873	Elk Grove	California
38.479142	-121.380003	Elk Grove	California
38.479188	-121.426808	Sacramento	California
38.480226	-121.403878	Elk Grove	California
38.481465	-121.470008	Sacramento	California
38.481648	-121.358291	Elk Grove	California
38.482414	-90.215439	Columbia	Illinois
38.48306	-77.393564	Aquia Harbour	Virginia
38.484102	-121.42014	Elk Grove	California
38.485291	-122.740692	Santa Rosa	California
38.485675	-121.511844	Sacramento	California
38.486463	-121.511316	Sacramento	California
38.48659	-90.30483	Mehlville	Missouri
38.487218	-121.42221	Elk Grove	California
38.487481	-121.523082	Sacramento	California
38.487687	-121.457091	Sacramento	California
38.487689	-121.457045	Sacramento	California
38.487705	-121.457042	Sacramento	California
38.487726	-121.457068	Sacramento	California
38.487736	-121.457062	Sacramento	California
38.487744	-121.457062	Sacramento	California
38.487772	-121.457007	Sacramento	California
38.487794	-121.457051	Sacramento	California
38.488171	-121.45739	Sacramento	California
38.488978	-75.058664		Delaware
38.491163	-121.804039	Dixon	California
38.491188	-121.438885	Elk Grove	California
38.491641	-121.425971	Elk Grove	California
38.49276	-121.477229	Sacramento	California
38.492821	-121.46914	Sacramento	California
38.49391	-121.471465	Sacramento	California
38.49416	-121.441118	Elk Grove	California
38.494394	-121.402526	Elk Grove	California
38.495506	-121.478514	Sacramento	California
38.495791	-121.454727	Elk Grove	California
38.496846	-121.512848	Sacramento	California
38.497529	-121.497557	Sacramento	California
38.497867	-89.87143		Illinois
38.49855	-121.452229	Elk Grove	California
38.498648	-121.535972	Sacramento	California
38.499673	-121.514959	Sacramento	California
38.499717	-121.482432	Sacramento	California
38.499915	-121.526568	Sacramento	California
38.500037	-121.440378	Elk Grove	California
38.500071	-121.223233	Rancho Cordova	California
38.500074	-121.428948	Elk Grove	California
38.500859	-121.452842	Elk Grove	California
38.50147	-121.451259	Elk Grove	California
38.503384	-90.376848	Concord	Missouri
38.504005	-75.865067		Maryland
38.504507	-121.520351	Sacramento	California
38.505906	-121.409103	Sacramento	California
38.506659	-121.454795		California
38.506923	-121.421638	Sacramento	California
38.50904	-90.343205	Concord	Missouri
38.509343	-89.121922	Centralia	Illinois
38.51029	-121.464059		California
38.510348	-121.458667		California
38.510526	-121.555969	West Sacramento	California
38.51078	-76.670528	Benedict	Maryland
38.514504	-121.430508	Sacramento	California
38.515043	-90.461569		Missouri
38.515626	-121.416	Sacramento	California
38.519154	-121.408298	Sacramento	California
38.519237	-75.132172		Delaware
38.519272	-84.588951	Williamstown	Kentucky
38.519787	-121.513809	Sacramento	California
38.519949	-77.369998		Virginia
38.522319	-121.521605	Sacramento	California
38.523433	-75.056879		Delaware
38.52355	-90.32097	Mehlville	Missouri
38.524196	-121.417117	Sacramento	California
38.526565	-75.923397		Maryland
38.526592	-121.483754	Sacramento	California
38.528679	-76.923631		Maryland
38.529247	-121.410147	Sacramento	California
38.5307	-121.471307	Sacramento	California
38.531286	-121.494938	Sacramento	California
38.5316	-75.063936		Delaware
38.532276	-121.490698	Sacramento	California
38.533304	-121.492503	Sacramento	California
38.533576	-121.471417	Sacramento	California
38.536043	-121.491475	Sacramento	California
38.536342	-121.448925		California
38.538819	-121.39091	Sacramento	California
38.539593	-76.993679	La Plata	Maryland
38.540218	-121.460842	Sacramento	California
38.540496	-90.482425	Fenton	Missouri
38.540905	-121.461723	Sacramento	California
38.54205	-121.482776	Sacramento	California
38.543541	-121.473839	Sacramento	California
38.544533	-121.472637	Sacramento	California
38.544582	-121.191156	Rancho Cordova	California
38.54528	-121.3556		California
38.54552	-121.35562		California
38.54554	-121.35547		California
38.54561	-121.35557		California
38.5456	-121.35552		California
38.54566	-121.35554		California
38.54566	-121.35562		California
38.54582	-121.408484	Sacramento	California
38.546249	-121.407935	Sacramento	California
38.546364	-77.018541		Maryland
38.54706	-121.36876		California
38.54728	-121.36522		California
38.548307	-121.514589	West Sacramento	California
38.549281	-77.344175		Virginia
38.550277	-89.125718	Central City	Illinois
38.550566	-121.408306	Sacramento	California
38.551475	-121.444029	Sacramento	California
38.551496	-121.512035	Sacramento	California
38.55152	-121.42854	Sacramento	California
38.551784	-77.002779		Maryland
38.552075	-121.457154	Sacramento	California
38.552095	-121.422486	Sacramento	California
38.552239	-121.488785	Sacramento	California
38.553239	-121.412809	Sacramento	California
38.5539	-121.411369	Sacramento	California
38.55469	-90.42612	Kirkwood	Missouri
38.554757	-121.39878	Sacramento	California
38.55499	-90.41102	Sunset Hills	Missouri
38.555006	-90.107424		Illinois
38.555742	-90.30917	Wilbur Park	Missouri
38.559273	-90.259681	Saint Louis	Missouri
38.55992	-90.24555	Saint Louis	Missouri
38.56089	-90.24596	Saint Louis	Missouri
38.561529	-121.348537		California
38.561811	-76.850546	Bryantown	Maryland
38.56196	-90.24906	Saint Louis	Missouri
38.56216	-90.24687	Saint Louis	Missouri
38.562874	-90.250253	Saint Louis	Missouri
38.5636	-121.342891	Rancho Cordova	California
38.563628	-121.344492	Rancho Cordova	California
38.564595	-121.497666	Sacramento	California
38.56534	-90.24573	Saint Louis	Missouri
38.565452	-121.42436	Sacramento	California
38.565487	-90.293684	Saint Louis	Missouri
38.56559	-90.24636	Saint Louis	Missouri
38.56611	-121.49169	Sacramento	California
38.566782	-121.418763	Sacramento	California
38.567197	-121.487029	Sacramento	California
38.567225	-121.491645	Sacramento	California
38.567539	-90.146989	Sauget	Illinois
38.567818	-121.511092	Sacramento	California
38.568221	-121.484479	Sacramento	California
38.569405	-121.488828	Sacramento	California
38.569728	-77.768202	Bealeton	Virginia
38.570163	-121.465861	Sacramento	California
38.57095	-90.24646	Saint Louis	Missouri
38.571292	-121.498486	Sacramento	California
38.571984	-89.938146	O'Fallon	Illinois
38.572132	-121.516276	West Sacramento	California
38.572755	-90.52397	Manchester	Missouri
38.572871	-77.023451	Pomfret	Maryland
38.57367	-77.3294		Virginia
38.574397	-121.472705	Sacramento	California
38.574662	-89.891698	Shiloh	Illinois
38.57475	-90.233564	Saint Louis	Missouri
38.575024	-77.336861		Virginia
38.575603	-90.107158	Alorton	Illinois
38.577397	-121.519406	West Sacramento	California
38.578041	-121.311507	Rancho Cordova	California
38.578081	-89.982292	Fairview Heights	Illinois
38.579189	-121.505377	Sacramento	California
38.579576	-121.50561	Sacramento	California
38.579831	-121.411595		California
38.580959	-121.497155	Sacramento	California
38.581214	-121.302934	Rancho Cordova	California
38.581333	-121.296150	Rancho Cordova	California
38.581505	-121.503343	Sacramento	California
38.58173	-121.49447	Sacramento	California
38.581782	-121.458	Sacramento	California
38.582083	-95.255763	Ottawa	Kansas
38.582304	-121.40347		California
38.582961	-121.554086	West Sacramento	California
38.583594	-90.049436	Belleville	Illinois
38.583898	-121.401332		California
38.584528	-121.490733	Sacramento	California
38.584897	-95.271674	Ottawa	Kansas
38.5851	-89.97874	Fairview Heights	Illinois
38.585523	-121.558367	West Sacramento	California
38.585566	-76.918121	Waldorf	Maryland
38.586247	-121.40232		California
38.586856	-90.101125	Centreville	Illinois
38.587066	-90.117696	Alorton	Illinois
38.587145	-121.451539	Sacramento	California
38.587472	-121.416491		California
38.587595	-121.414823		California
38.588804	-90.448367	Des Peres	Missouri
38.588964	-121.411964		California
38.589409	-90.447373	Des Peres	Missouri
38.589648	-89.83133	Lebanon	Illinois
38.59032	-90.092619	Centreville	Illinois
38.590851	-89.936447	O'Fallon	Illinois
38.591083	-121.404832		California
38.591465	-121.288599	Rancho Cordova	California
38.591541	-121.288084	Rancho Cordova	California
38.591742	-121.314514	Rancho Cordova	California
38.591845	-121.382693		California
38.592254	-121.416621		California
38.592663	-121.479272	Sacramento	California
38.593056	-81.071436		West Virginia
38.593081	-121.405819		California
38.59316	-90.524639	Manchester	Missouri
38.593474	-121.418024		California
38.593807	-121.399383		California
38.594069	-121.29307	Rancho Cordova	California
38.594378	-121.420788	Sacramento	California
38.594529	-89.954298	O'Fallon	Illinois
38.594556	-90.270326	Saint Louis	Missouri
38.594716	-77.145377	Potomac Heights	Maryland
38.595112	-121.404554		California
38.595124	-121.335128		California
38.595941	-121.41253		California
38.596148	-90.222151	Saint Louis	Missouri
38.596168	-121.412528		California
38.596603	-77.296101	Leesylvania	Virginia
38.596637	-121.404108		California
38.596677	-76.879765	Waldorf	Maryland
38.597006	-121.422998	Sacramento	California
38.597102	-121.393176		California
38.597406	-76.879866	Waldorf	Maryland
38.597427	-121.422141	Sacramento	California
38.597443	-89.983106	Fairview Heights	Illinois
38.597452	-77.14861	Indian Head	Maryland
38.597508	-90.088606	Centreville	Illinois
38.59762	-90.44904	Des Peres	Missouri
38.597651	-77.296727	Leesylvania	Virginia
38.597742	-121.401664		California
38.598145	-121.421313	Sacramento	California
38.598302	-90.231369	Saint Louis	Missouri
38.598451	-121.415725		California
38.598773	-121.418852	Sacramento	California
38.599042	-76.937216	Waldorf	Maryland
38.599412	-90.502837	Manchester	Missouri
38.599581	-90.118618	East St. Louis	Illinois
38.599659	-90.452224	Des Peres	Missouri
38.599721	-77.302029	Leesylvania	Virginia
38.59997	-90.22383	Saint Louis	Missouri
38.60014	-95.26595	Ottawa	Kansas
38.600907	-76.902492	Waldorf	Maryland
38.60102	-89.817622	Lebanon	Illinois
38.601644	-90.299457	Saint Louis	Missouri
38.602142	-121.443787	Sacramento	California
38.602901	-121.454191	Sacramento	California
38.602949	-121.503307	Sacramento	California
38.60347	-95.26315	Ottawa	Kansas
38.604089	-90.436102	Des Peres	Missouri
38.604541	-121.435523	Sacramento	California
38.604642	-121.347245		California
38.60618	-76.89515	Waldorf	Maryland
38.60629	-76.89488	Waldorf	Maryland
38.60648	-76.89481	Waldorf	Maryland
38.606936	-95.232931		Kansas
38.607251	-76.971978	Waldorf	Maryland
38.60871	-121.38299		California
38.608973	-76.891707	Waldorf	Maryland
38.609224	-121.483777	Sacramento	California
38.610151	-90.164727	East St. Louis	Illinois
38.610211	-121.404449		California
38.610309	-121.384773		California
38.610807	-90.083727	Washington Park	Illinois
38.611092	-76.968581	Waldorf	Maryland
38.611112	-90.345871	Brentwood	Missouri
38.61208	-90.34222	Brentwood	Missouri
38.61244	-76.932544	Waldorf	Maryland
38.612473	-81.024365		West Virginia
38.612648	-121.473051	Sacramento	California
38.613043	-90.144701	East St. Louis	Illinois
38.613648	-76.925571	Waldorf	Maryland
38.613729	-121.514116	Sacramento	California
38.61383	-121.26411		California
38.61438	-76.90674	Waldorf	Maryland
38.614579	-90.136015	East St. Louis	Illinois
38.614635	-121.286453	Rancho Cordova	California
38.615318	-90.19624	Saint Louis	Missouri
38.615417	-89.871877	O'Fallon	Illinois
38.615822	-76.958754	Waldorf	Maryland
38.616287	-90.351227	Brentwood	Missouri
38.617193	-121.365909		California
38.617525	-76.887813	Waldorf	Maryland
38.617586	-121.399722		California
38.617604	-77.323979	Dale City	Virginia
38.617732	-77.32401	Dale City	Virginia
38.617792	-90.565116	Ballwin	Missouri
38.618498	-121.042977		California
38.618589	-90.3358	Brentwood	Missouri
38.618769	-76.919494	Waldorf	Maryland
38.618948	-77.294709	Woodbridge	Virginia
38.61911	-121.515641	Sacramento	California
38.619446	-90.095384	Washington Park	Illinois
38.619483	-90.333338	Maplewood	Missouri
38.62055	-90.114	East St. Louis	Illinois
38.62056	-76.891248	Waldorf	Maryland
38.620899	-76.942588	Waldorf	Maryland
38.621023	-90.333884	Maplewood	Missouri
38.62112	-76.912492	Waldorf	Maryland
38.621705	-121.346494		California
38.621861	-77.075471	Bryans Road	Maryland
38.622246	-90.126945	East St. Louis	Illinois
38.622475	-90.295625	Saint Louis	Missouri
38.622597	-90.126351	East St. Louis	Illinois
38.622879	-90.198259	Saint Louis	Missouri
38.623084	-77.339551	Dale City	Virginia
38.623815	-76.913885	Waldorf	Maryland
38.623835	-76.913929	Waldorf	Maryland
38.624195	-90.327789	Richmond Heights	Missouri
38.624261	-90.201969	Saint Louis	Missouri
38.6247	-90.232277	Saint Louis	Missouri
38.624948	-77.357342	Dumfries	Virginia
38.625124	-90.266413	Saint Louis	Missouri
38.625624	-90.208405	Saint Louis	Missouri
38.625837	-90.21371	Saint Louis	Missouri
38.626361	-90.332616	Richmond Heights	Missouri
38.627031	-77.317231	Dale City	Virginia
38.627328	-90.198067	Saint Louis	Missouri
38.627358	-90.264666	Saint Louis	Missouri
38.627728	-90.340459	Brentwood	Missouri
38.628027	-76.91286	Waldorf	Maryland
38.628231	-90.319746	Richmond Heights	Missouri
38.628315	-90.232713	Saint Louis	Missouri
38.62866	-121.38006		California
38.628772	-121.515844	ERRORRIOS
38.628845	-90.22607	Saint Louis	Missouri
38.628875	-90.515181	Town and Country	Missouri
38.629439	-90.27181	Saint Louis	Missouri
38.629499	-90.306769	Saint Louis	Missouri
38.629906	-77.351795	Montclair	Virginia
38.630454	-90.25384	Saint Louis	Missouri
38.630501	-90.18781	Saint Louis	Missouri
38.631172	-90.358225	Richmond Heights	Missouri
38.63186	-76.878545	Waldorf	Maryland
38.632817	-90.23461	Saint Louis	Missouri
38.63286	-90.199352	Saint Louis	Missouri
38.633428	-90.188141	Saint Louis	Missouri
38.633430	-90.209888	Saint Louis	Missouri
38.634048	-90.21403	Saint Louis	Missouri
38.634862	-90.347298	Saint Louis	Missouri
38.63492	-90.318432	Richmond Heights	Missouri
38.635293	-90.225807	Saint Louis	Missouri
38.636082	-90.227671	Saint Louis	Missouri
38.636331	-90.227409	Saint Louis	Missouri
38.636385	-90.347198	Saint Louis	Missouri
38.636425	-121.493036	Sacramento	California
38.636587	-121.49323	Sacramento	California
38.636755	-90.574054	Chesterfield	Missouri
38.63714	-77.288938	Woodbridge	Virginia
38.637327	-90.19497	Saint Louis	Missouri
38.637346	-90.228505	Saint Louis	Missouri
38.637855	-77.032484	Accokeek	Maryland
38.638167	-90.34575	Clayton	Missouri
38.638594	-90.138304	East St. Louis	Illinois
38.638693	-121.490914	Sacramento	California
38.638739	-77.049311	Accokeek	Maryland
38.63897	-121.38626	Sacramento	California
38.639033	-121.419903	Sacramento	California
38.639205	-90.311157	Clayton	Missouri
38.639366	-90.480538	Town and Country	Missouri
38.639427	-76.899231	Waldorf	Maryland
38.639581	-77.690687	Calverton	Virginia
38.639887	-90.231189	Saint Louis	Missouri
38.640098	-121.525072	Sacramento	California
38.640251	-76.926794	Waldorf	Maryland
38.640262	-90.239626	Saint Louis	Missouri
38.640667	-90.308117	Clayton	Missouri
38.640717	-121.525169	Sacramento	California
38.640889	-90.247375	Saint Louis	Missouri
38.641415	-121.191975		California
38.641701	-77.294366	Potomac Mills	Virginia
38.641786	-78.491166	Luray	Virginia
38.641862	-90.50829	Town and Country	Missouri
38.642095	-121.430355	Sacramento	California
38.642283	-90.308223	Clayton	Missouri
38.642639	-90.25257	Saint Louis	Missouri
38.643109	-90.230236	Saint Louis	Missouri
38.643215	-121.148195	Folsom	California
38.643585	-90.338505	Clayton	Missouri
38.643688	-77.287246	Potomac Mills	Virginia
38.644162	-121.509552	Sacramento	California
38.644501	-77.012519	Bennsville	Maryland
38.644626	-121.118788	Folsom	California
38.644743	-76.902592	Waldorf	Maryland
38.64488	-76.89259	Waldorf	Maryland
38.644909	-90.31759	Clayton	Missouri
38.645118	-121.43199	Sacramento	California
38.645669	-90.328633	Clayton	Missouri
38.645858	-90.261312	Saint Louis	Missouri
38.646396	-90.285491	Saint Louis	Missouri
38.646632	-77.298794	Potomac Mills	Virginia
38.646744	-90.297235	Saint Louis	Missouri
38.646758	-90.307613	Saint Louis	Missouri
38.646804	-121.530792	Sacramento	California
38.646866	-76.891653	Waldorf	Maryland
38.647171	-90.230856	Saint Louis	Missouri
38.647221	-90.280342	Saint Louis	Missouri
38.647385	-76.900589	Waldorf	Maryland
38.647461	-121.382275		California
38.647464	-76.888217	Waldorf	Maryland
38.647664	-90.299413	Saint Louis	Missouri
38.648122	-90.26445	Saint Louis	Missouri
38.64843	-121.529144	Sacramento	California
38.648631	-90.544528	Chesterfield	Missouri
38.64864	-121.300144		California
38.648799	-90.231439	Saint Louis	Missouri
38.649404	-76.961859	Waldorf	Maryland
38.649982	-77.311005	Dale City	Virginia
38.650207	-77.285854	Potomac Mills	Virginia
38.650397	-77.29583	Potomac Mills	Virginia
38.650769	-77.28152	Woodbridge	Virginia
38.65101	-121.347941		California
38.65133	-77.305817	Woodbridge	Virginia
38.65154	-121.47591	Sacramento	California
38.651727	-121.327747		California
38.652017	-78.423152	Luray	Virginia
38.652619	-90.193787	Saint Louis	Missouri
38.652722	-90.273164	Saint Louis	Missouri
38.654058	-76.994916	Waldorf	Maryland
38.65445	-90.297424	Saint Louis	Missouri
38.654733	-90.220194	Saint Louis	Missouri
38.655243	-76.752075	Brandywine	Maryland
38.65539	-90.29918	Saint Louis	Missouri
38.657071	-90.250553	Saint Louis	Missouri
38.657074	-121.526679	Sacramento	California
38.657074	-121.959104		California
38.65748	-76.87477	Waldorf	Maryland
38.657763	-90.568188	Chesterfield	Missouri
38.658027	-77.3456	Dale City	Virginia
38.658035	-78.429339	Luray	Virginia
38.658783	-77.028561	Accokeek	Maryland
38.658796	-90.216677	Saint Louis	Missouri
38.660134	-121.544165	Sacramento	California
38.660487	-90.244932	Saint Louis	Missouri
38.660954	-77.276985	Woodbridge	Virginia
38.661219	-121.526614	Sacramento	California
38.661549	-121.529029	Sacramento	California
38.661636	-121.379593		California
38.662311	-121.500615	Sacramento	California
38.662322	-121.003533	Cameron Park	California
38.662418	-121.302246		California
38.662719	-121.531758	Sacramento	California
38.663077	-77.257623	Woodbridge	Virginia
38.663696	-121.543312	Sacramento	California
38.6638	-78.456642	Luray	Virginia
38.663881	-121.511412	Sacramento	California
38.663901	-77.272556	Woodbridge	Virginia
38.664218	-121.259123	Folsom	California
38.664378	-78.447516	Luray	Virginia
38.664392	-78.447498	Luray	Virginia
38.664436	-77.002151	Accokeek	Maryland
38.664622	-90.301085	Wellston	Missouri
38.665142	-90.268735	Saint Louis	Missouri
38.665158	-78.463407	Luray	Virginia
38.66543	-78.45347	Luray	Virginia
38.665514	-78.463755	Luray	Virginia
38.66664	-77.258406	Woodbridge	Virginia
38.666863	-90.286835	Saint Louis	Missouri
38.666896	-122.815511	Healdsburg	California
38.66827	-90.592054	Chesterfield	Missouri
38.66868	-121.391817		California
38.669423	-77.262805		Virginia
38.669567	-121.33707		California
38.671238	-121.380792		California
38.672465	-121.347736		California
38.673075	-75.170792		Delaware
38.673086	-90.204021	Saint Louis	Missouri
38.673468	-77.3409	Dale City	Virginia
38.673825	-90.251151	Saint Louis	Missouri
38.673981	-90.350763	University City	Missouri
38.674049	-121.264854	Citrus Heights	California
38.674866	-77.373711		Virginia
38.676696	-90.208365	Saint Louis	Missouri
38.676934	-121.307294	Citrus Heights	California
38.67741	-121.292471	Citrus Heights	California
38.677811	-121.310725	Citrus Heights	California
38.678551	-121.500002	Sacramento	California
38.67986	-77.36161	County Center	Virginia
38.67999	-90.207777	Saint Louis	Missouri
38.680072	-77.370026	Manassas Park	Virginia
38.68102	-77.35976	Dale City	Virginia
38.681047	-77.322139	Woodbridge	Virginia
38.681357	-84.605194	Dry Ridge	Kentucky
38.681457	-77.250895	Lorton	Virginia
38.682598	-90.225115	Saint Louis	Missouri
38.683214	-90.222522	Saint Louis	Missouri
38.683218	-90.236856	Saint Louis	Missouri
38.683464	-121.326735	Citrus Heights	California
38.683652	-75.597348		Delaware
38.683773	-77.316589	Lake Ridge	Virginia
38.684292	-90.442764		Missouri
